"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1904514979786854905","Tue Jul 22 22:10:35 +0000 2025","0","@Dediskand24 @reggy120366 @ZUL_Hasan @TimnasIndonesia @KejaksaanRI @tomlembong Bener Tom Lembong divonis 4 5 tahun penjara pada 18 Juli 2025 atas korupsi impor gula yang rugikan negara. Zulkifli Hasan impor lebih banyak (18 jt ton 2022-2024) tapi belum ditahan atau didakwa serupa. Banyak kritik vonis Lembong bermotif politik bukan semata volume impor.","1947781346719625273","","Dediskand24","in","","0","0","0","https://x.com/undefined/status/1947781346719625273","1720665183188922368",
"1947756475209994393","Tue Jul 22 20:31:45 +0000 2025","35","Tom Lembong Di Vonis 4 5 Tahun Meski Tak Menikmati Uang Korupsi! Pertanyaan Publik:Jika Tak Menikmati Hasil Korupsi Kenapa Ttp Dihukum? Tapi Kalau Ikut Menandatangani Proses Korup Kenapa Hukuman Nya Ringan? Vonis Ini Timbulkan Dilema Hukum Transparansi Hakim- Jaksa Disorot. https://t.co/Q651HsmVOP","1947756475209994393","https://pbs.twimg.com/ext_tw_video_thumb/1947756428758028292/pu/img/vYA6lpbdJVmnfuxi.jpg","","in","","0","5","13","https://x.com/undefined/status/1947756475209994393","1597147765314031617",
"1947601704188580265","Tue Jul 22 19:39:43 +0000 2025","0","@msaid_didu KLO TIDAK ADA INTERVENSI YA HRS NYA VONIS BEBAS DONG TOM LEMBONG....TUNGGU AZAB ALLOOH YA PARA HAKIM PN JAKPUS YG MEMVONIS TOM LEMBONG...TUNGGU GAK DI DUNIA DI AKHIRAT...","1947743380944871639","","msaid_didu","in","","0","0","0","https://x.com/undefined/status/1947743380944871639","1237567534771007489",
"1947478206119891206","Tue Jul 22 18:06:23 +0000 2025","2","@JimlyAs Hakim yg mem vonis Tom Lembong itu kekayaannya 4 miliar lebih. Terus Prabowo memperbaiki keadilan lewat gaji hakim tolong ajarkan sahabat anda itu cara berfikir yg benar.","1947719889743147497","","JimlyAs","in","","0","0","0","https://x.com/undefined/status/1947719889743147497","2459086860",
"1947712163650637941","Tue Jul 22 17:35:41 +0000 2025","187","Ngapain jugak musti pake kasi himboan sprti ini?! Justru smangkin menguatkan persepsi pablik bhw ada sasuwatu dibalik vonis kpada Tom Lembong.. https://t.co/ZBH0lUcZC3","1947712163650637941","https://pbs.twimg.com/ext_tw_video_thumb/1947712075398320131/pu/img/YbiLkIxZ9W1Xwo5E.jpg","","in","","7","25","70","https://x.com/undefined/status/1947712163650637941","55200751",
"1947521436714995910","Tue Jul 22 17:15:15 +0000 2025","0","@inijuntak @jjkonlyy @catchmeupco Sekelas mantan wakil ketua kpk sudah merinding dengar putusan hakim. Abang masih berstatement soal pasal tersebut Literasinya come on https://t.co/cCqjuWUTUy","1947707022121832687","","radityaraja21","in","","0","0","0","https://x.com/undefined/status/1947707022121832687","1914738507047964672",
"1947700663766671741","Tue Jul 22 16:49:59 +0000 2025","0","Vonis Tom Lembong Disorot Gus Hilmi: Orang Pintar Bisa Makin Menjauh dari Politik https://t.co/Hp8sFOooCI","1947700663766671741","","","in","","0","0","0","https://x.com/undefined/status/1947700663766671741","1857478545024626690",
"1947235100820701392","Tue Jul 22 16:37:53 +0000 2025","0","@tempodotco Putusan Tom Lembong memang harus di demo karena jelas Vonis Hakim sangat Ringan dan tak sebanding dgn Kejahatan yg dilakukan Tom Lembong hakim tertekan dan tampak terintimidasi oleh para pendukung Tom Lembong.","1947697620220317781","","tempodotco","in","","0","0","0","https://x.com/undefined/status/1947697620220317781","1861076881044635648",
"1947662416768332067","Tue Jul 22 14:42:59 +0000 2025","0","@tempodotco Tidak punya niat buruk ... Tp merugikan negara ... Apakah bisa diperkarakan ??? Apakah rakyat bisa menuntut pengambil kebijakannya ??? @prabowo @Gerindra @jokowi @psi_id @KejaksaanRI @MahkamahAgung Sebagaimana vonis yg dijatuhkan kpd Tom Lembong ???","1947668702419398746","","tempodotco","in","","0","0","0","https://x.com/undefined/status/1947668702419398746","2500007743",
"1947668525541138931","Tue Jul 22 14:42:17 +0000 2025","0","PN Jakpus Bantah Vonis #TomLembong Bermuatan Politik: 'Tak Ada Tekanan https://t.co/G4MeFL7oHp","1947668525541138931","","","in","","0","0","0","https://x.com/undefined/status/1947668525541138931","1371736773563273220",
"1947667531629514994","Tue Jul 22 14:38:20 +0000 2025","0","Pengacara Tom Lembong soal Hasil Vonis: Ini Peradilan Sesat! https://t.co/gvCHumCSo1","1947667531629514994","","","in","","0","0","1","https://x.com/undefined/status/1947667531629514994","132078023",
"1947667471428947970","Tue Jul 22 14:38:05 +0000 2025","43","Mahfud MD angkat bicara terkait putusan hakim Pengadilan Tindak Pidana Korupsi Jakarta yang menjatuhkan hukuman 4 5 tahun penjara kepada Tom Lembong. Mahfud menilai putusan itu merupakan sebuah kesalahan. | #MahfudMD #TomLembong https://t.co/5LjW0UVLKO","1947667471428947970","","","in","","0","12","22","https://x.com/undefined/status/1947667471428947970","23343960",
"1947666415080902700","Tue Jul 22 14:33:53 +0000 2025","11","Tom Lembong Resmi Banding Vonis 4 5 Tahun Penjara dalam Dugaan Korupsi Impor Gula Kami yakin pada lembaga banding ini akan diberikan putusan yang adil dengan membebaskan Pak Tom ujar pengacara Tom Lembong Zaid Mushafi. | #TomLembong #KorupsiImporGula #vjlab https://t.co/7dgwWuRYrt","1947666415080902700","https://pbs.twimg.com/amplify_video_thumb/1947666071940730880/img/STg6D1JiV6CHoJ2H.jpg","","in","","0","7","2","https://x.com/undefined/status/1947666415080902700","23343960",
"1947662946114691273","Tue Jul 22 14:20:06 +0000 2025","1","... Mahfud Sebut Vonis Hakim untuk Tom Lembong Salah karena Tak Ada Mens Rea Klik untuk baca: https://t.co/MpYWb5eKDb","1947662946114691273","","","in","","0","0","0","https://x.com/undefined/status/1947662946114691273","839074740740354050",
"1947662918864277510","Tue Jul 22 14:20:00 +0000 2025","2","DOSEN Hukum Pidana Universitas Trisakti Abdul Fickar Hadjar menjelaskan pertimbangan majelis hakim yang memberatkan vonis hukuman Tom Lembong ialah menjalankan kebijakan yang pro-kapitali https://t.co/KxWQKCQIK0","1947662918864277510","","","in","","1","0","2","https://x.com/undefined/status/1947662918864277510","68930552",
"1947660816179757093","Tue Jul 22 14:11:39 +0000 2025","0","Vonis Tom Lembong bisa dijadikan sebagai topik seminar sarasehan dialog tentang peradilan hukum di kampus2 khususnya fakultas hukum yg dihubungkan dengan fungsi dan peran fakultas hukum sebagai pencetak praktisi dan ahli hukum guna mewujudkan keadilan hukum di negara hukum.","1947660816179757093","","","in","","0","0","0","https://x.com/undefined/status/1947660816179757093","1659149724",
"1947657889889587348","Tue Jul 22 14:00:01 +0000 2025","5","Tom Lembong Tuangkan Seluruh Kejanggalan dalam Memori Banding untuk Vonis 4 Tahun 6 Bulan Penjara https://t.co/qAM3wmT37c","1947657889889587348","","","in","","0","1","0","https://x.com/undefined/status/1947657889889587348","71436318",
"1947657889860227371","Tue Jul 22 14:00:01 +0000 2025","2","KEPALA Pusat Penerangan Hukum Kejaksaan Agung (Kejagung) Anang Supriatna merespons pernyataan koalisi masyarakat sipil terkait vonis Tom Lembong yang dinilai tidak masuk akal https://t.co/U2U3OgVsGD","1947657889860227371","","","in","","0","4","0","https://x.com/undefined/status/1947657889860227371","68930552",
"1947657700143469007","Tue Jul 22 13:59:16 +0000 2025","0","Tom Lembong Ajukan Banding atas Vonis 4 5 Tahun Kasus Korupsi Impor Gula https://t.co/evUfO8WU0o","1947657700143469007","","","in","","0","0","0","https://x.com/undefined/status/1947657700143469007","1012174601055449088",
"1947656697524457959","Tue Jul 22 13:55:17 +0000 2025","15","JPU akan ajukan banding terkait vonis Tom Lembong yang terlalu ringan dari tuntutan. Nah kalo ini kan wajar vonis lebih ringan JPU banding. Yang lucu kan ketika hakim memvonis Jaksa Azam lebih berat dari tuntutan JPU malah ajukan banding. Yang terbaru KPK harus dapat ijin https://t.co/5uR3x8cHi8","1947656697524457959","https://pbs.twimg.com/media/Gwd3b38a8AAKOPt.jpg","","in","","1","2","4","https://x.com/undefined/status/1947656697524457959","1101696077147729920",
"1946764289588760898","Tue Jul 22 13:43:39 +0000 2025","0","@zoelfick Tom Lembong Ajukan Banding Vonis Hukuman 4 5 Tahun Korupsi Impor Gula Said Didu: Jokowi Juga Bisa https://t.co/LW6HU2yB5l","1947653770634043428","","zoelfick","in","","0","0","0","https://x.com/undefined/status/1947653770634043428","174631261",
"1947148386173604066","Tue Jul 22 13:41:47 +0000 2025","2","@qentrunx Vonis Tom Lembong menjadi yurisprudensi untuk menyeret menteri2 sebelumnya yg melakukan hal yg sama ‼️ @mohmahfudmd @__AnakKolong @kumparan @DPR_RI @Lawyer @kompascom @DedynurPalakka @","1947653303044563408","","qentrunx","in","","0","0","0","https://x.com/undefined/status/1947653303044563408","1401110848458788864",
"1947652826622267423","Tue Jul 22 13:39:54 +0000 2025","0","VONIS SESAT! TOM LEMBONG RESMI AJUKAN BANDING. SEMUA KAPITALIS HARUS DIHUKUM https://t.co/9hfOgEqQd8 https://t.co/ZzFNt75h7A","1947652826622267423","https://pbs.twimg.com/media/Gwdz7GibgAAX04D.jpg","","in","","0","0","0","https://x.com/undefined/status/1947652826622267423","1342905759130996737",
"1947648060789821475","Tue Jul 22 13:20:57 +0000 2025","2","Bisa saja ratio decidendi nya berasal dari alam pikir indera keenam Prof @mohmahfudmd Mahfud Sebut Vonis Hakim untuk Tom Lembong Salah karena Tak Ada Mens Rea Klik untuk baca: https://t.co/QKOzmHiRDp","1947648060789821475","","","in","","0","0","0","https://x.com/undefined/status/1947648060789821475","1466824877491384320",
"1947646371391262927","Tue Jul 22 13:14:15 +0000 2025","1","Lawan Putusan Hakim Tom Lembong Ajukan Banding Usai Divonis 4 5 Tahun Penjara Tom Lembong mantan Menteri Perdagangan 2015 2016 resmi mengajukan banding atas vonis 4 5 tahun penjara yang dijatuhkan terkait kasus dugaan korupsi impor gula. (nf) #tomlembong #korupsigula https://t.co/73cN5iDVoZ","1947646371391262927","https://pbs.twimg.com/ext_tw_video_thumb/1947646191338196995/pu/img/qmv6sc6N5HyvCT38.jpg","","in","","0","1","1","https://x.com/undefined/status/1947646371391262927","1565270466238902274",
"1947643287759622431","Tue Jul 22 13:01:59 +0000 2025","3","Tanggapi Tom Lembong Kejagung Juga Banding atas Vonis 4 5 Tahun bagi Terdakwa Saya pastikan jaksa dalam waktu dekat akan segera mengajukan banding juga ujar Kapuspenkum Kejagung RI Anang Supriatna. | #TomLembong #Kejagung #vjlab https://t.co/WoWQ3fgr4q","1947643287759622431","https://pbs.twimg.com/amplify_video_thumb/1947641930516729858/img/a2Mqj95LQoagdnLQ.jpg","","in","","0","1","1","https://x.com/undefined/status/1947643287759622431","23343960",
"1947642790462296116","Tue Jul 22 13:00:01 +0000 2025","37","Penasihat hukum Tom Lembong Zaid Mushafi menyampaikan bahwa kliennya tidak mau namanya tercatat sebagai koruptor di Indonesia sehingga mengajukan banding atas vonis yang telah dijatuhkan majelis hakim Pengadilan Tindak Pidana Korupsi Jakarta. Zaid mengungkapkan dalam petitum https://t.co/1z9IIISbBR","1947642790462296116","https://pbs.twimg.com/media/GwdI3PybEAEdBg8.jpg","","in","","0","12","6","https://x.com/undefined/status/1947642790462296116","55507370",
"1947642469791007001","Tue Jul 22 12:58:44 +0000 2025","56","Tanggapi Tom Lembong Kejagung Juga Banding atas Vonis 4 5 Tahun bagi Terdakwa Saya pastikan jaksa dalam waktu dekat akan segera mengajukan banding juga ujar Kapuspenkum Kejagung RI Anang Supriatna. | #TomLembong #Kejagung #vjlab https://t.co/TH7eonh5ye","1947642469791007001","https://pbs.twimg.com/amplify_video_thumb/1947641930516729858/img/a2Mqj95LQoagdnLQ.jpg","","in","","4","45","21","https://x.com/undefined/status/1947642469791007001","23343960",
"1947640117553992179","Tue Jul 22 12:49:24 +0000 2025","0","Vonis Tom Lembong Apakah Kalah Viral sama Podcast DJ Bunting Diluar Nikah? #FungsiStafsus","1947640117553992179","","","in","","0","0","0","https://x.com/undefined/status/1947640117553992179","75125821",
"1947632720173273318","Tue Jul 22 12:20:00 +0000 2025","2","Pengadilan Negeri Jakarta Pusat (PN Jakpus) menanggapi berbagai kritik terkait keganjilan putusan perkara dugaan korupsi importasi gula yang menjerat Menteri Perdagangan (Mendag) 2015-2016 https://t.co/tkNdozkWe0","1947632720173273318","","","in","","0","0","0","https://x.com/undefined/status/1947632720173273318","68930552",
"1947631544061010031","Tue Jul 22 12:15:20 +0000 2025","1","Unsur-unsur Pasal 2 ayat (1) UU Tipikor dalam vonis Tom Lembong 1. Setiap orang -&gt; Tom selaku penyelenggara negara (Menteri Perdagangan) 2. Secara melawan hukum: memberikan izin ataupun mengetahui jika impor gula dilakukan bukan oleh perusahaan BUMN. Padahal Tom mengetahui jika","1947631544061010031","","","in","","0","0","0","https://x.com/undefined/status/1947631544061010031","125579184",
"1947584339203785122","Tue Jul 22 12:00:08 +0000 2025","3","@tempodotco 1. Kasus vonis terhadap Tom Lembong menunjukkan banyak kejanggalan substansial baik dari segi proses hukum bukti yang digunakan maupun logika pertimbangan hakim. Sebagian besar tuduhan tidak disertai bukti kuat dan banyak aspek teknis yang disalahartikan sebagai pelanggaran","1947627719384305713","","Rahadi0816","in","","0","0","3","https://x.com/undefined/status/1947627719384305713","1611567480992043008",
"1947584339203785122","Tue Jul 22 11:54:24 +0000 2025","22","@tempodotco Kejanggalan Vonis Tom Lembong: 1️⃣ Arah Kebijakan &amp; Penugasan 1. Arahan Presiden Diabaikan: Distribusi gula lewat koperasi TNI/Polri berasal dari arahan Presiden tapi tidak dipertimbangkan hakim. https://t.co/H2XJjuMBn9 2. Rakortas Bukan Hukum Formal: Hakim menjadikan Rakortas","1947626278904852550","","tempodotco","in","","0","14","7","https://x.com/undefined/status/1947626278904852550","1611567480992043008",
"1947622994643480756","Tue Jul 22 11:41:21 +0000 2025","0","Mantan Menteri Perdagangan Thomas Trikasih Lembong atau Tom Lembong resmi mengajukan banding atas vonis 4 5 tahun terkait kasus dugaan korupsi importasi gula. Dokumen pernyataan banding pun sudah diserahkan ke Pengadilan Negeri Jakarta Pusat. Insyaallah hari ini kami akan https://t.co/962ocAcD5W","1947622994643480756","https://pbs.twimg.com/amplify_video_thumb/1947603835540926464/img/m4VAQvEjDuXs9joY.jpg","","in","","0","0","0","https://x.com/undefined/status/1947622994643480756","231355136",
"1947258889277419922","Tue Jul 22 11:38:46 +0000 2025","0","@jaksapedia @KejaksaanRI @MahkamahAgung @Kemendag Nah ini juga pendapat dari pak @mohmahfudmd lho min... Sumber: https://t.co/bsVS7efHjk https://t.co/HGEJ10FWN2","1947622344601825388","","jaksapedia","in","","0","0","0","https://x.com/undefined/status/1947622344601825388","1764527237251170304",
"1947620140272525352","Tue Jul 22 11:30:01 +0000 2025","12","Tom Lembong resmi mengajukan banding atas vonis 4 5 tahun penjara yang dijatuhkan padanya dalam kasus korupsi impor gula. Tim kuasa hukumnya menyebut akan segera menyerahkan memori banding dan menilai ada kejanggalan dalam putusan hakim. &gt;&gt; https://t.co/1NkdjOqS7s https://t.co/HPDAowbpj7","1947620140272525352","https://pbs.twimg.com/media/Gwc-zuubEAE0pm2.jpg","","in","","0","2","3","https://x.com/undefined/status/1947620140272525352","69183155",
"1947619403883024443","Tue Jul 22 11:27:05 +0000 2025","0","SAH! TOM LEMBONG Ajukan Banding! Lawan Vonis 4 5 Tahun Hakim https://t.co/RUlSbcAsqk https://t.co/0NRJrOA6WZ","1947619403883024443","https://pbs.twimg.com/media/GwdVhqDWoAEcqyu.jpg","","in","","0","0","0","https://x.com/undefined/status/1947619403883024443","1864351114294120449",
"1947618882375848283","Tue Jul 22 11:25:01 +0000 2025","0","RANGKAIAN Kasus Tom Lembong Mahfud MD Sebut Vonis Hakim Bercanda Lucu https://t.co/Z0HnfFibdy","1947618882375848283","","","in","","0","0","0","https://x.com/undefined/status/1947618882375848283","142305302",
"1947618600287932691","Tue Jul 22 11:23:53 +0000 2025","1","Tak Terima Vonis 4 5 Tahun Tom Lembong Tempuh Jalur Banding https://t.co/cDwQ2MnuSV","1947618600287932691","","","in","","0","0","0","https://x.com/undefined/status/1947618600287932691","79130206",
"1947617269871480848","Tue Jul 22 11:18:36 +0000 2025","0","Tom Lembong terbukti tidak memperkaya diri sendiri lewat kebijakan impor gula. Lantas kenapa hukumannya sampai 4 5 tahun penjara? https://t.co/uUKULu3xTV","1947617269871480848","","","in","","0","0","0","https://x.com/undefined/status/1947617269871480848","354168059",
"1947616213607321902","Tue Jul 22 11:14:24 +0000 2025","0","BERIKUT RANGKAIAN Kasus Tom Lembong Mahfud MD Sebut Vonis Hakim Bercanda Lucu https://t.co/Z0HnfFibdy","1947616213607321902","","","in","","0","0","0","https://x.com/undefined/status/1947616213607321902","142305302",
"1947613324172267631","Tue Jul 22 11:02:56 +0000 2025","1","Sebut Vonis Tom Lembong Salah dan Lemah Mahfud MD: Hakimnya Bercanda Tak Paham Beda Ide dan Norma https://t.co/G2L2TIjOeq via @tribunnews","1947613324172267631","","","in","","0","0","1","https://x.com/undefined/status/1947613324172267631","124171593",
"1947612407800729857","Tue Jul 22 10:59:17 +0000 2025","0","Vonis Tom Lembong bisa dijadikan topik pembicaraan di kedai2 kopi di coffe2 di warung2 rakyat di tepian jalan dan di pojok2 kampung. Agar masyarakat faham sikon perhukuman di negaranya. Ketika perguruan tinggi ditugasi mengumpulkan uang sebanyak2nya utk negara itu kapitalis ","1947612407800729857","","","in","","0","0","0","https://x.com/undefined/status/1947612407800729857","1659149724",
"1947612380403536335","Tue Jul 22 10:59:11 +0000 2025","4","Mantan Menteri Perdagangan Thomas Trikasih Lembong atau Tom Lembong resmi mengajukan permohonan banding terkait vonis 4 5 tahun penjara di kasus korupsi impor gula. Permohonan banding itu didaftarkan tim kuasa hukum Tom Lembong ke Pengadilan Negeri Jakarta Pusat (PN Jakpus) https://t.co/TsokSJ7Cta","1947612380403536335","https://pbs.twimg.com/media/GwdO7p3bEAM4fCk.jpg","","in","","0","3","4","https://x.com/undefined/status/1947612380403536335","121640063",
"1947609782040289364","Tue Jul 22 10:48:51 +0000 2025","0","Setelah menyatakan banding terhadap putusan majelis hakim tim penasihat hukum Tom Lembong akan menyusun memori banding. #Polhuk #AdadiKompas https://t.co/5WIgj9gjCf","1947609782040289364","","","in","","0","0","0","https://x.com/undefined/status/1947609782040289364","771030588",
"1947609568563105988","Tue Jul 22 10:48:00 +0000 2025","0","Vonis terhadap Tom Lembong dinyatakan Orderan Jokowi dkk plus Rezimulator Prabowo SIREKAP Subianto... @Puspenkum @KemensetnegRI","1947609568563105988","","","in","","0","0","1","https://x.com/undefined/status/1947609568563105988","1605195051084435457",
"1947609172742201758","Tue Jul 22 10:46:26 +0000 2025","0","Setelah menyatakan banding terhadap putusan majelis hakim tim penasihat hukum Tom Lembong akan menyusun memori banding. #Polhuk #AdadiKompas https://t.co/Br0949LPFu","1947609172742201758","","","in","","0","0","0","https://x.com/undefined/status/1947609172742201758","255866913",
"1947607124630245847","Tue Jul 22 10:38:17 +0000 2025","0","Kejaksaan Agung memastikan bakal mengajukan banding atas putusan vonis terhadap eks Menteri Perdagangan (Mendag) Thomas Trikasih Lembong alias Tom Lembong dalam kasus dugaan korupsi importasi gula. | #Kejagung #TomLembong https://t.co/t2Lqmwdvb0","1947607124630245847","","","in","","0","0","0","https://x.com/undefined/status/1947607124630245847","23343960",
"1947606944321339547","Tue Jul 22 10:37:34 +0000 2025","0","Setiap bukti dan saksi di kasus Tom Lembong benar-benar diperhatikan hakim PN Jakarta Pusat sebelum membuat vonis 4 5 tahun https://t.co/apK2NWz4r4","1947606944321339547","https://pbs.twimg.com/media/GwdKJ7jbEAI087t.jpg","","in","","0","0","0","https://x.com/undefined/status/1947606944321339547","1702533778076545024",
"1947605619311317500","Tue Jul 22 10:32:19 +0000 2025","0","Tom Lembong Banding Kasus Gula Bantah Vonis 4 5 Tahun di PN Jakpus https://t.co/MkLWhDtwQJ","1947605619311317500","","","in","","0","0","0","https://x.com/undefined/status/1947605619311317500","1698580133068865536",
"1947604183131296084","Tue Jul 22 10:26:36 +0000 2025","149","Ralat Buya Redaksi Yang benar Vonis 4 5 tahun bagi Tom Lembong memicu kemarahan Kelompok-kelompok yang Kalah di Pilpres 2024 dan dukungan yang segitu-gitu saja dari dulu kepada Tom Lembong. Telusuri datanya dan lihat insightnya dari analisis Drone Emprit ini. https://t.co/ESewayuih8","1947604183131296084","https://pbs.twimg.com/ext_tw_video_thumb/1947603916805574658/pu/img/9HXorL4Jsgsd0gR0.jpg","","in","","7","32","46","https://x.com/undefined/status/1947604183131296084","1251824880967774208",
"1947602299997852006","Tue Jul 22 10:19:07 +0000 2025","0","Kejagung bakal Ajukan Banding Atas Vonis 4 5 Tahun Penjara Tom Lembong https://t.co/N8uxxmWuNA","1947602299997852006","","","in","","0","0","0","https://x.com/undefined/status/1947602299997852006","132078023",
"1947601989740990663","Tue Jul 22 10:17:53 +0000 2025","0","Ramai-ramai Soroti Vonis Tom Lembong: Ekonomi Kapitalis Tak Ada Mens Rea Klik untuk baca: https://t.co/Led66LEouh","1947601989740990663","","","in","","0","0","0","https://x.com/undefined/status/1947601989740990663","67191387",
"1947600234978385991","Tue Jul 22 10:10:55 +0000 2025","0","Tom Lembong Resmi Ajukan Banding Lawan Vonis 4 5 Tahun Penjara https://t.co/8VnSlazPWq","1947600234978385991","","","in","","0","0","0","https://x.com/undefined/status/1947600234978385991","231355136",
"1947600091386380391","Tue Jul 22 10:10:21 +0000 2025","0","Tom Lembong melawan vonis hakim yg tak bisa buktikan unsur korupsi. Tunggu senin depan komunitas agus membela Tom https://t.co/mh9TpTWe3h","1947600091386380391","","","in","","0","0","0","https://x.com/undefined/status/1947600091386380391","1351879465928822784",
"1947599584600916294","Tue Jul 22 10:08:20 +0000 2025","1","Justru dari fakta hukum selama persidangan lah publik berpendapat Tom Lembong tidak pantas mendapat vonis penjara 1 hari pun kecuali hukum yg seperti itu kalian terapkan sama ke semua pejabat di negeri ini","1947599584600916294","","","in","","0","0","0","https://x.com/undefined/status/1947599584600916294","1603681652139384833",
"1947598159259308300","Tue Jul 22 10:05:45 +0000 2025","0","Bagaimana menurut KawanWH soal vonis 4 5 tahun penjara untuk Tom Lembong dalam kasus korupsi impor gula ini? ️Apakah vonis ini sudah adil? Atau masih ada yang janggal?","1947598934010150914","","kawanWH","in","","0","0","0","https://x.com/undefined/status/1947598934010150914","354943521",
"1947598159259308300","Tue Jul 22 10:04:25 +0000 2025","0","Tom merasa vonis hakim hanya terkait pelanggaran aturan namun menurutnya hakim mengabaikan wewenangnya sebagai Menteri Perdagangan pada saat itu. https://t.co/rewwjw40cB","1947598600894337193","","kawanWH","in","","0","1","0","https://x.com/undefined/status/1947598600894337193","354943521",
"1947598471118393840","Tue Jul 22 10:03:54 +0000 2025","0","Pengadilan Tom Lembong adalah ditampakkannya secara nyata wajah peradilan hukum di negeri ini sehingga semua orang bisa melihat dan menilai bahwa vonis itu adalah sebagai bentuk pembusukan peradilan hukum. Hal ini bisa dijadikan topik seminar sarasehan dll.","1947598471118393840","","","in","","0","0","0","https://x.com/undefined/status/1947598471118393840","1659149724",
"1947598366764110170","Tue Jul 22 10:03:29 +0000 2025","0","KEJAKSAAN Agung (Kejagung) akan mengambil opsi banding atas vonis empat tahun enam dan enam bulan penjara terhadap mantan Menteri Perdagangan (Mendag) Thomas Trikasih Lembong alias Tom Lembong. https://t.co/3ze1XyO9CD","1947598366764110170","","","in","","0","1","0","https://x.com/undefined/status/1947598366764110170","68930552",
